description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.places,place.org.type,place.org.parent,place.place,place.org.parent.parent,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type
"(Brésil ?) A la sortie d'un virage, un automobiliste prend dans ses phares un être étrange à environ 50 m de sa camionnette. Il freine brutalement et voit la créature se protéger le visage, avant de disparaître dans la nuit. Selon l'automobiliste, elle possédait de grand yeux, des yeux couleur de sang.","",1996-02,,"",1996-02,sighting,https://rr0.org/time/1/9/9/6/02/index.html
"A ,...","",1996-02,Moirans-en-Montagne,,,,"",,"","",1996-02,sighting,https://rr0.org/time/1/9/9/6/02/index.html
