description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url,place
"samedi 19 mars Près de , neige rouge.","",sighting,1678-03$GennesItalie,,,"",,"",Gennes (Italie),"",place,"""""""Philosophical Transactions, 1678 < Annals of Philosophy, New Series 12"""""","""",s1,"""",,93",1678-03,event,https://rr0.org/time/1/6/7/8/index.html#1678-03
