description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Une pluie de sang tombe à Tours (France), et tache les vêtements en forme de croix.","",sighting,754$,,""""","""",s1,"""",,",754,event,https://rr0.org/time/0/7/5/4/index.html
