type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent,place.place,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent
case,"",https://rr0.org/time/1/9/2/0/index.html#1920-10,Stavanger (Norvège),,,"","",,,1920-10,"en en 19/en 19 A , il y a quelques nuages, pas de vent, quand Harald. B. Rage descend au cellier pour punir un chat. Alors qu'il crie après le chat, une lumière rouge derrière lui réfléchit si bien que toutes les ombres des arbres alentours apparaissent sur le sol en face de lui. Il se retourne et voit une boule lumineuse arriver par la fenêtre - directement à travers la vitre. Elle est aussi grosse qu'une balle de tennis (la taille d'un pois à un bras tendu de lui environ), et a de nombreuses couleurs. Elle dance aux alentours faisant des cercles, allant en haut et en bas, tandis que le témoin essaie de l'attraper. Un rayon rouge est émit de la boule, comme si elle cherchait quelque chose. Finalement elle disparaît à travers la fenêtre à nouveau, sans l'endommager. Sa distance du témoins a été de 10 à 80 cm",""""",UFO Report form,s2,"""",,27,"""","""",UFO-NYT,s3,"""",5/1966,188,""""",1920-10
case,"",https://rr0.org/time/1/9/2/0/index.html#1920-11,,1920-11,"en en 26 Un météore de grande taille tombe dans le Lac Michigan, causant des perturbation électriques.",""""",""A Celestial Short Circuit"",s4,"""",The New York Times,18,""""",1920-11
case,"",https://rr0.org/time/1/9/2/0/index.html,,1920,"Giacinta Marto, l'une des 3 petits bergers témoins de l'observation à Fatima en 1917, meurt de pleurésie.","",1920
case,"",https://rr0.org/time/1/9/2/0/index.html,Oslo (Norvège),,,"","",,,1920,"A , une mère et sa fille entende la musique d'une harpe et vont à la fenêtre. Elles voient un objet rouge brillant se rapetisser peu à peu, la musique devenant de plus en plus faible. Lorsque l'objet est parti, la musique aussi.",""""",RapportNYTT,s5,"""",3/1980,01,""""",1920
