description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
Une torche ardente flambe dans le ciel de Lavinium.,"",sighting,-169$,,""""","""",s1,"""",,Julius Obsequens",-169,event,https://rr0.org/time/-0/1/6/9/index.html
