description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"le , tombe du ciel une matière semblable à du coton, d'environ 5 à 6 pieds de long, déviée par le vent ici ou là.","",sighting,679-10-01$NiniwaancienNomDeOsakaJapon,,,"",,"","Niniwa (ancien nom de Osaka, Japon)","",place,""""","""",s1,"""",,Understanding",679-10-01,event,https://rr0.org/time/0/6/7/9/index.html#679-10-01
