description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
", Richard Branson achète un dirigeable en forme de soucoupe et engage un nain déguisé en extra-terrestre.","",sighting,1989-04-01$LondresGrandeBretagne,,,"",,"",Londres (Grande Bretagne),"",place,""""","""",s1,"""",,""The Time Richard Branson Flew a UFO Over London in an ET Costume""",1989-04-01,event,https://rr0.org/time/1/9/8/9/04/index.html#1989-04-01
Linda Cortile commence une régression sous hypnose avec le chercheur Budd Hopkins. Elle pense avoir été enlevée par des extraterrestres alors qu'elle était âgée de 20 à 30 ans.,"",sighting,1989-04$,,"",1989-04,event,https://rr0.org/time/1/9/8/9/04/index.html
