description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"La 1ère Ariane 5 explose au décollage, avec les satellites Cluster.","",sighting,1996-06-04$,,"",1996-06-04,event,https://rr0.org/time/1/9/9/6/06/index.html#1996-06-04
