description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url,place
", observation de phénomènes dans les cieux.","",sighting,1649-04$AugsburgAllemagne,,,"",,"",Augsburg (Allemagne),"",place,"",1649-04,event,https://rr0.org/time/1/6/4/9/index.html#1649-04
