description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"en À on vit à plusieurs endroits, courant avril, un dragon volant.","",sighting,1389-04$Leicester,,,"",,"",Leicester,"",place,""""","""",s1,"""",,Knighton",1389-04,event,https://rr0.org/time/1/3/8/9/index.html#1389-04
