description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
Rome est survolée en plein jour par une torche ardente.,"",sighting,-114$,,""""","""",s1,"""",,Julius Obsequens",-114,event,https://rr0.org/time/-0/1/1/4/index.html
