description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url,place
"Samedi avant Noël A Kineton (Northamptonshire, Angleterre), on entend au loin le son de tambours battant, et de soldats gémissants. Puis tout d'un coup apparaît dans les airs les soldats fantômes qui faisaient des clameurs and immédiatement avec les insignes visibles, la battement de tambours, de mousquets partant, de canons déchargeant, et de chevaux hennissant (...).","",sighting,1642-12$,,"""""""""""""""The Mysterious Appearances in Heavens during the Seventeenth Century"""""""" in """"""""Notes and Queries"""""""", Oxford Journals, Volume s7-V, Number 111, pp. 104-105 < Guenther, Daniel"""""","""",s1,"""",,""1642,""""""F.R.A.S. [capitaine Noble], 65 ; English Mechanic 172 (1897) < Silverman, Sam"""""","""",s2,"""",,""Auroral Annotations""",1642-12,event,https://rr0.org/time/1/6/4/2/index.html#1642-12
