description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"à décembre 1382 Durant 8 jours jours avant the said uprising, un globe clignotant flamboyant fut vu, jour et nuit, errant de porte en porte au-dessus de la ville de , sans qu'il y ait là une quelconque agitation de vent ni de foudre ou bruit ou tonnerre ; et au contraire, le temps ne cessa jamais d'être serein.","",sighting,1382-11$city75000,,,"",,"",,"",place,"""""""Chronicorum Karoli Sexti, Livre 3, chap. 2., tel que publié dans Chronique du religieux de Saint-Denys contenant le règne de Charles VI de 1380 à 1422. Tome 2, Paris, 1840 < Delayannis, Yannis"""""","""",s1,"""",,""1382 : Paris""",1382-11,event,https://rr0.org/time/1/3/8/2/index.html#1382-11
