description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
En Nouvelle Ecosse (Canada) Daniel McGinnis découvre la dépression de l'île aux Chênes.,"",sighting,1795$,,"",1795,event,https://rr0.org/time/1/7/9/5/index.html
