url,place,time,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.events,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/5/02/index.html#1955-02-01,Cochise (Nouveau-Mexique),,"",,,,1955-02-01,"Point de Vue - Images du Monde n° 350 du 17, faisant mention d'un article : Les soucoupes volantes expliquées, par Jean Nocher À , observation.","Cas Blue Book n° 3414 non résolu,s1,"""",,",1955-02-01
https://rr0.org/time/1/9/5/5/02/index.html#1955-02-02,Miramar NAS (Californie),,"",,,,1955-02-02,Observation à.,"Cas Blue Book n° 3416 non résolu,s2,"""",,",1955-02-02
https://rr0.org/time/1/9/5/5/02/index.html#1955-02-07,Antilles,,"",,,,1955-02-07,Un gros globe de feu est observé au-dessus des et de la Floride méridionale.,"",1955-02-07
https://rr0.org/time/1/9/5/5/02/index.html#1955-02-10,Bethesda (Maryland),,"",,,,1955-02-10,Observation à.,"Cas Blue Book n° 3427 non résolu,s3,"""",,",1955-02-10
https://rr0.org/time/1/9/5/5/02/index.html#1955-02-13,,1955-02-13,"Un avion belge s'apprête à se poser sur l'aérodrome de Ciampino, près de Rome : avant de cesser d'émettre brutalement, le pilote déclare avoir aperçu dans le ciel une boule de feu. L'avion disparaît.","",1955-02-13
https://rr0.org/time/1/9/5/5/02/index.html#1955-02-14,Moscou (Russie),,"",,,,1955-02-14,"À , A. P rapporte que plusieurs personnes ont vu depuis différents endroits de la ville un objet en forme de cigare à grande altitude disparaître après être resté dans le ciel un moment. Une mystérieuse tache orange est observée dans le ciel de Brazzaville.","Hobana,s4,"""",Ion & Weverbergh,",1955-02-14
