description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
On voit à plusieurs reprises des armées dans les airs.,"",sighting,1557$,,"""""""Bougard, M."""""","""",s1,"""",,""Chronique des Ovnis: De la Renaissance au Roi Soleil""",1557,event,https://rr0.org/time/1/5/5/7/index.html
