description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,place.name
vendredi 6 mars L'astronome Halley voit un object qui illumina le ciel pendant plus de 2 h de telle manière que vous pouviez lire un texte imprimé à la lumière de cet objet. L'heure de l'observation était 19 h. Après 2 h la luminosité du phénomène est ré-activée comme si du nouveau carburant avait été jeté dans un feu,"",sighting,1716-03$,,""""","""",s1,"""",,Vallée",1716-03,event,https://rr0.org/time/1/7/1/6/index.html#1716-03
