description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.type,sources,time,type,url,place.name
"En des torches ardentes, des traits de feu, du feu volant, furent souvent vus dans le ciel cette année-là. Et il y avait proches des étoiles, comme des essaims de papillons et de petits vers ardents de nature étrange. Ils volèrent dans le ciel et obscurcirent le ciel comme auraient fait des nuages.","",sighting,1104$countrych,,,"",,"",,place,""""","""",s1,"""",,Wolffart",1104,event,https://rr0.org/time/1/1/0/4/index.html
