description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"A , 2 personnes observent dans le ciel une lumière très brillante de couleur jaune se déplacer lentement et à une allure régulière durant 45 mn en haute altitude selon une direction sud-est nord-ouest, avant de disparaître de vue (Ces personnes ont probablement observé le déplacement d'un satellite).","",sighting,1978-08$HerouvilleCalvados,,,"",,"",Herouville (Calvados),place,"""GEPAN"","""",s1,"""",,Pan classé B",1978-08,event,https://rr0.org/time/1/9/7/8/08/index.html
La Gendarmerie Nationale commence à adresser les PV au GEPAN.,"",sighting,1978-08$,,""""","""",s2,"""",,Poher",1978-08,event,https://rr0.org/time/1/9/7/8/08/index.html
