depCode,caseNumber,url,city,dateTime,postTime,classification
49,1978-03-00492,https://geipan.fr/fr/cas/1978-03-00492?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1978%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1978%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,SAUMUR,NaN-NaN-1978,2008-10-07,C
26,1978-02-00491,https://geipan.fr/fr/cas/1978-02-00491?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1978%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1978%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,CHABEUIL,1978-02-28,2011-09-12,D
79,1978-02-00490,https://geipan.fr/fr/cas/1978-02-00490?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1978%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1978%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,BEAUVOIR SUR NIORT,NaN-NaN-1978,2008-10-03,B
91,1978-02-00486,https://geipan.fr/fr/cas/1978-02-00486?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1978%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1978%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,ETRECHY,NaN-NaN-1978,2008-10-03,C
66,1978-02-00485,https://geipan.fr/fr/cas/1978-02-00485?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1978%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1978%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,SAUTO,1978-02-16,2017-07-28,A
988,1978-02-00489,https://geipan.fr/fr/cas/1978-02-00489?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1978%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1978%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,POYA,NaN-NaN-1978,2008-10-03,C
