caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
2591,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2591,Les Hogues,27,1978-02 03:00,true,false,false,false
2187,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2187,Courbevoie,92,1978-02-12 06:00,false,false,false,false
2204,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2204,Chabeuil,26,1978-02-28 19:45,false,false,false,false
