description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent,place.org._parent._parent._parent
en le mercredi 15 mai Observation d'un météore lent depuis Genève et Paris.,"",sighting,1811-05$,,"""""""Luke Howard, Harvey and Darton, J."""",""""A. Arch, Longman, Hatchard, S. Highley"""",R. Hunter"","""",s1,"""",""The Climate of London: Deduced from Meteorological Observations Made in the Metropolis and at various places around it..., Londres, 1833"",136,""Extraordinary Meteor""",1811-05,event,https://rr0.org/time/1/8/1/1/index.html#1811-05
