url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/9/5/02/index.html#1995-02,Beaune (Côte d'Or),,,"","",,,1995-02,"en , après une discussion sur les ovnis avec ses parents, 1 adolescente de 12 ans voit 1 lumière blanche très vive dans le ciel de la taille d'environ 2 fois une étoile. Ses parents sont également témoins du phénomène, qui se déplace lentement et disparait au bout de 15 mn environ.",""""",,s1,""SEPRA"",,,""""",1995-02
https://rr0.org/time/1/9/9/5/02/index.html#1995-02-22T06:20,Paris (Paris (Île-de-France (France))),org,org/fr/idf/75/75000,"",75000,","""",""48.85666666666667,2.3519444444444444"",,",city,org,org/fr/idf/75,"",75,","""",""48.85666666666667,2.3519444444444444"",,",department,org,org/fr/idf,"",idf,","""",""48.852222,2.3175"",,",region,org,org/fr,"",fr,"",country,,,"","48.85666666666667,2.3519444444444444",,,1995-02-22T06:20,"le , 1 témoin observe un point clignotant très lumineux se déplaçant avec une accélération fulgurante et accompagnée d'un départ en chandelle.",""""",,s3,""SEPRA"",,,""""",1995-02-22T06:20$org_fr_idf_75_75000
