description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
vendredi 14 avril Observation à.,"",sighting,1561-04$Nuremberg,,,"",,"",Nuremberg,"",place,"",1561-04,event,https://rr0.org/time/1/5/6/1/index.html#1561-04
