description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type,sources,time,type,url
Les peintures de Val Camonica Peintures rupestres dans le montrant des êtres apparemment coiffés d'un casque transparent d'où partent de courts rayons.,"",sighting,-4000$ValCamonicaItalieDuNord,,,"",,"",Val Camonica (Italie du Nord),place,"",-4000,event,https://rr0.org/time/-4/0/0/0/index.html
