description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"à mercredi 11 20:30 Au Canada, observation au-dessus du.","",sighting,1996-12-11T20:00$Yukon,,,"",,"",Yukon,"",place,"",1996-12-11T20:00,event,https://rr0.org/time/1/9/9/6/12/index.html#1996-12-11T20:00
