description,events,eventType,id,place,sources,time,type,url
Le New York Times et Politico révèlent l'existence de l'AATIP.,"",sighting,2017-12-16$,,"",2017-12-16,event,https://rr0.org/time/2/0/1/7/index.html#2017-12-16
