caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
2688,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2688,Douchy les Mines,59,1980-02 15:45,false,false,false,false
2588,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2588,Vervins,02,1980-02-26 04:30,true,true,false,false
