description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type,place.org.places,place.org.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent,place.place,place.org.parent.parent.parent
"le en 7 Une douzaine de témoins dans 2 départements du sud-est (dont les Bouches-du-Rhône) observent une boule lumineuse de taille importante avec des étincelles à l'arrière qui passe à grande vitesse avant de disparaître. Le phénomène est silencieux et ne dure que quelques s. Compte tenu des descriptions faites, il s'agit de l'observation probable d'une rentrée atmosphérique.","",1999-02-01,,"""SEPRA"","""",s1,"""",,,PAN classé B",1999-02-01,case,https://rr0.org/time/1/9/9/9/02/index.html#1999-02-01
"le , 2 témoins observent 2 boules de feu tombant du ciel en oblique. Celles-ci sont suivies de trainées de fumée noire. L'observation rapportée est probablement une rentrée atmosphérique.","",1999-02-05T17:30,Cancale (Côtes d'Armor),,,,"",,"","""SEPRA"","""",s2,"""",,,Cas de type B",1999-02-05T17:30,case,https://rr0.org/time/1/9/9/9/02/index.html#1999-02-05T17:30
"le En , un contrôleur du traffic aérien détecte sur son écran radar l'écho d'un très grand objet se déplaçant à 4828 km/h au-dessus de la côte écossaise en direction Sud-Ouest vers Belfast. La taille de l'écho indique que l'objet fait 16 km de long et 3 km de large. en 2 plus tard, l'objet disparaît de l'écran radar.","",1999-02-15,Ecosse (Royaume Uni),,,,"",,"",""""","""",s3,"""",,04-06-20,The Observer",1999-02-15,case,https://rr0.org/time/1/9/9/9/02/index.html#1999-02-15
le Le français Jean-Pierre Haigneré décolle pour Mir.,"",1999-02-20,,"",1999-02-20,case,https://rr0.org/time/1/9/9/9/02/index.html#1999-02-20
"le et le mardi 23 19:15 Plusieurs témoins observent pendant une en 30 à en 1 environ 1 ou 2 points lumineux stationnaires dans le ciel 3 ou 4 fois plus gros qu'une étoile (Le phénomène observé était la conjonction des planètes Vénus et Jupiter, phénomène naturel annoncé dans les médias).","",1999-02-22,,"""SEPRA"","""",s4,"""",,,PAN classé A",1999-02-22,case,https://rr0.org/time/1/9/9/9/02/index.html#1999-02-22
