description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type
en A observation d'une boule de feu.,"",1835-01,"Fort Constitution, (New Hampshire)",,,,"",,"",""""","""",s1,"""",""n° 6853, col. C"",28,Article du Daily National Intelligencer de Washington (D.C.)",1835-01,sighting,https://rr0.org/time/1/8/3/5/index.html#1835-01
