description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
Mort de Charlemagne.,"",sighting,814$,,"",814,event,https://rr0.org/time/0/8/1/4/index.html
De nombreuses éclipses de Lune et de Soleil sont observées.,"",sighting,814$,,"",814,event,https://rr0.org/time/0/8/1/4/index.html
