url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.notes,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.parent,place.org.places,place.org.kind,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.notes,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.parent,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.notes,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.notes,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.notes,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/7/6/07/index.html#1976-07-20,,1976-07-20,le Le "lander" de Vicking 1 se pose sur Mars à Chryse Planitia.,"",1976-07-20
https://rr0.org/time/1/9/7/6/07/index.html#1976-07-22T03:25,Jarville (Meurthe-et-Moselle),,,,,,,,,,,,,,,,,"",place,,"",,1976-07-22T03:25,"le 1 veilleur de nuit remarque une lumière très vive au-dessus de la station de Télévision de Vandœuvre. Il constate après quelques s, que la lumière se matérialise par un object ovoïde qui vole juste en-dessous du plafond nuageux. L'objet se déplace lentement en formant un cercle puis disparaît dans les nuages. Aucun bruit n'est entendu durant les 3 mn d'observation. Le témoin contacte alors le veilleur de nuit de la station de TV qui sort et voit un disque lumineux rouge orangé stationnaire dans le ciel avec une inclinaison de 45°. L'observation dure 2 mn puis l'objet part ensuite à grande vitesse. Aucun lâcher de ballon à l'heure de l'observation n'a été fait et aucune détection radar ou observation anormale ne sera rapportée (en 1994, une reconstitution de l'observation a été faite par une équipe d'ufologues locaux du CNEGU sur la base de calcul du cycle du Saros de la Lune. Le rapport détaillé de cette reconstitution est référencé dans le catalogue CNEGU 1976 sous le numéro F/15/54/76 07 22 (01). La configuration du ciel établie montre également la lune dans la zone de ciel observée. Il est également à noter que Jupiter, avec une magnitude de -2,3, était en conjonction avec la Lune).",",s6,""GEPAN"",,",1976-07-22T03:25
