description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Un objet volant en forme de tambour, mesurant 6 m de diamètre environ surgit d'une île située à l'ouest du.","",sighting,1361$Japon,,,"",,"",Japon,place,""""","""",s1,"""",,",1361,event,https://rr0.org/time/1/3/6/1/index.html
