description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Un objet comme une torche enflammée est observé dans le ciel, avec des sphères volant au-dessus de la Hongrie, émettant une lumière plus forte que les étoiles.","",sighting,919$,,""""","""",s1,"""",,Ribera El gran enigma",919,event,https://rr0.org/time/0/9/1/9/index.html
