url,place,dateTime,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.data,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
https://rr0.org/time/1/5/9/1/index.html#1591-29,Nuremberg,,"",,,,1591-29,Gravure colorée de l'observation du 5 octobre Août À représentation d'une aurore boréale.,"Dreschsel,s1,"""",""Wolf (de Nuremberg) < Musée National Allemand, Nuremberg"",,""Auroral Annotations"",s2,""""""Hellman, 1921, p. 19, 90 < Silverman, Sam"""""",,",1591-29
https://rr0.org/time/1/5/9/1/index.html#1591-08,Augsburg,,"",,,,1591-08,Septembre de 19:00 à 21:00 À gravure montrant une aurore boréale avec des rayons allant très haut.,"""Auroral Annotations"",s3,""""""Hellman, 1921, p. 19, 90 < Silverman, Sam"""""",,",1591-08
https://rr0.org/time/1/5/9/1/index.html#1591-05,Nuremberg,,"",,,,1591-05,Octobre À gravure montrant une aurore boréale.,"""Auroral Annotations"",s4,""""""Hellman, 1921, p. 19, 90 < Silverman, Sam"""""",,",1591-05
https://rr0.org/time/1/5/9/1/index.html,,1591,"A Orléans (France), a la Magdalène, pluie de sang.","93,s5,""""""Lemaire (Ln.) < """"""""M. Chladni's New Catalogue of Aerolites"""""""", Annals of Philosophy, New Series 12"""""",juillet à décembre 1826,",1591
https://rr0.org/time/1/5/9/1/index.html,,1591,"En Russie, observation d'une aurore boréale.","""Auroral Annotations"",s6,""""""Sviatskij, 1934 < Silverman, Sam"""""",,",1591
