description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
Cette année apparûrent 2 comètes.,"",sighting,729$,,""""","""",s1,"""",,Anglo-Saxon Chronicle",729,event,https://rr0.org/time/0/7/2/9/index.html
