description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,sources,time,type,url
"En , observation d'un objet celeste.","",sighting,-96$countryit,,,"",,"",,"",place,""""","""",s1,"""",,[Julius Obsequens",-96,event,https://rr0.org/time/-0/0/9/6/index.html
