url,place,time,description,sources
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,Le français Jean-Pierre Haigneré entame la mission Altaïr à bord de Mir.,""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"À Cavaillon (Vauclune), 2 témoins observent des boules lumineuses blanches formant 2 formes en V. Ces formes sont restées quelques secondes stationnaires avant de diparaitre à très grande vitesse. Ces observations sont confirmées par les conjoints des témoins. Aucun bruit n'a été perçu, la météo était claire et l'observation a duré 10 s environ SEPRA: PAN classé D.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"A Guigneville-sur-Essonne (Essonne), le propriétaire d'un champ de blé constate des traces suspectes. Le blé est couché dans de grands cercles reliés par des lignes droites. Après enquête un témoin architecte paysager expliquera qu'il s'agit de dessins qu'il pratique lui-même et expliquera la marche à suivre et la méthode. Il n'est pas l'auteur de ces cercles, mais la technique utilisée est la même SEPRA: PAN classé B.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"~minuit A Lons-sur-Saunier (Jura), 1 chauffeur de taxi et son client de retour de la gare observent à travers le pare-brise des points lumineux rouges. Ayant arrêté la voiture, le chauffeur descend, mais les points ont disparu ; par contre un bruit important et strident s'éloigne vers le sud. 2 personnes des environs ont indiqué avoir entendu un bruit strident passer rapidement et les chiens s'affoler sans raison apparente SEPRA: PAN classé C.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"A Chinon (Indre-et-Loire), 1 témoin observe 1 lumière sans forme précise qui tourne dans le sens des aiguilles d'une montre avec un léger bourdonnement. Le témoin intrigué va chercher son amie qui observe également le phénomène et va à son tour réveiller sa mère qui peut également l'observer. 2 autres témoins seront retrouvés par les gendarmes, mais ne souhaiteront pas s'exprimer. Le phénomène apparaît de façon récurrente toutes les 20 mn environ jusqu'à 2 h 30 du matin heure à laquelle les témoins décident de se coucher. Le phénomène n'a pas été formellement identifié, mais il est probable qu'il s'agisse de l'observation du rayon laser d'une discothèque distante d'environ 10 km compte tenu de la couche nuageuse présente ce jour-là et de l'axe de visée SEPRA: PAN classé B.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"À Grignols (Gironde), 1 témoin observe pendant 15 mn environ durant 1 forme circulaire blanche qui tourne en se dédoublant Aucun autre témoin n'a été trouvé, mais compte tenu de la date d'observation et des nombreuses festivités organisées à cette occasion, l'observation d'un projecteur ou rayon laser de discothèque est probable SEPRA: PAN classé B.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,", puis le 16 ~01:00 et 02:00 A Mauvezin (Gers), 3 jeunes campeurs employés saisonniers dans la région observent à 3 reprises des phénomènes lumineux : - 3 lumières blanches en triangle se déplaçant très lentement avec un léger bruit (ronronnement) - 4 lumières jaunes en carré se déplaçant très lentement - 3 lumières blanches alignées se déplaçant lentement avec un léger bruit. Chaque observation a duré 1 à 2 mn avec une altitude estimée entre 200 et 1000 m. L'un des témoins a tenté de prendre des photos qui se sont révélées inexploitables SEPRA: PAN classé D.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"À Montdidier (Somme), 1 témoin observe depuis chez lui un ballet de cercles lumineux blancs tournant à grande vitesse dans le ciel. Au bout de 1 h environ, un 3ème cercle lumineux est venu se joindre aux 2 autres. Le témoin a cessé d'observer ce phénomène vers 02:30 Sans que cela soit démontré il est fort probable que le phénomène observé soit un faisceau de projecteurs ou de rayons laser publicitaires ou de discothèque SEPRA: PAN classé B.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"Au Mas d'Agenais (Lot-et-Garonne), 6 personnes voient de nombreuses boules lumineuses tournoyant dans le ciel et balayant l'horizon. Après enquête, il s'avère que l'origine du phénomène observé est 1 projecteur en essai sur le parking d'un dancing voisin. Ce type de projecteur projete 30 faisceaux qui tournent et balaient l'horizon SEPRA: PAN classé A.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"A Saint Etienne de Lugdares (Ardèche), 3 témoins observent 1 phénomène lumineux blanc qui se déplace en tournant sur lui-même avec de nombreux points lumineux L'enquête montrera rapidement qu'il s'agit d'un projecteur multifacettes d'une discothèque voisine dont la lumière se reflétant sur le plafond nuageux bas peut s'apercevoir de très loin. Le gérant de la discothèque interrogé également a pu confirmer cette hypothèse SEPRA: PAN classé A.",""
https://rr0.org/time/1/9/9/3/07/index.html,,1993-07,"À Chatillon-sur-Indre (Indre), 1 agriculteur en train de moissonner son champ découvre un cercle de blé couché Aucune explication formelle n'a été trouvée sur cette constatation bien que l'enquête de voisinage permet sans doute de privilégier l'hypothèse d'une action humaine, peut-être de voisins SEPRA: PAN classé B.",""
