description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
"en IBM lance un nouveau micro, le XT.","",sighting,1983-02$,,"",1983-02,event,https://rr0.org/time/1/9/8/3/02/index.html#1983-02
"le , 1 témoin sur son cyclomoteur croise des voitures et dit avoir été brusquement stoppé par un faisceaux trés lumineux et avoir perdu connaissance. A son réveil, environ 1 h plus tard, il voit un disque très brillant au-dessus de lui s'éloigner en faisant du bruit. La personnalité du témoin, probablement sous l'emprise de l'alcool au moment des faits, ne permet pas de prendre ce témoignage au sérieux.","",sighting,1983-02-06$Agen (Lot-et-Garonne),,,"",,"",Agen (Lot-et-Garonne),"""GEPAN"","""",s1,"""",,,PAN classé B",1983-02-06,event,https://rr0.org/time/1/9/8/3/02/index.html#1983-02-06
