url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/8/4/10/index.html#1984-10-02T23:30,Hagetmau (Landes),,,"","",,,1984-10-02T23:30,"le à en octobre 1984 à 23:42, un témoin et sa femme aperçoivent 1 luminosité anormale par la fenêtre de leur maison. Cette lumière jaune semble provenir d'une rangée rectiligne de spots. Durant les 12 mn d'observation un faisceau se distingue davantage et éclaire le sol. Un mouvement des spots sera remarqué sans qu'aucun buit ne soit entendu. Cette luminosité s'estompera jusqu'à l'extinction complète de la lumière.",""""",,s1,""GEPAN"",,,""""",1984-10-02T23:30
