url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/0/index.html#1950-01,,1950-01,"Couverture du n° 2 des Avon Fantasy Novels, intitulé La fille verte et racontant l'histoire d'un monde étrange sous la terre","",1950-01
https://rr0.org/time/1/9/5/0/index.html#1950-02,,1950-02,,"",1950-02
https://rr0.org/time/1/9/5/0/index.html#1950-03,,1950-03,,"",1950-03
https://rr0.org/time/1/9/5/0/index.html#1950-04,,1950-04,,"",1950-04
https://rr0.org/time/1/9/5/0/index.html#1950-05,,1950-05,,"",1950-05
https://rr0.org/time/1/9/5/0/index.html#1950-06,,1950-06,,"",1950-06
https://rr0.org/time/1/9/5/0/index.html#1950-07,,1950-07,,"",1950-07
https://rr0.org/time/1/9/5/0/index.html#1950-08,,1950-08,,"",1950-08
https://rr0.org/time/1/9/5/0/index.html#1950-09,,1950-09,Automne octobre 1950 novembre 1950 France Soir publie en feuilleton Le Mystère des Soucoupes Volantes de Frank Scully.,"Chaloupek,s1,"""",Henri 1997,",1950-09
https://rr0.org/time/1/9/5/0/index.html#1950-12,,1950-12,Un "péril rouge" menace d'annihiler le monde,"",1950-12
https://rr0.org/time/1/9/5/0/index.html,,1950,"Lors d'une rencontre aérienne à Longview, plus d'une centaine de personnes assistent aux évolutions de plusieurs disques métalliques.","",1950
https://rr0.org/time/1/9/5/0/index.html,,1950,"Publication aux éditions Henry Holt du livre de Scully, Behind the Flying Saucers.","",1950
https://rr0.org/time/1/9/5/0/index.html,,1950,Richard H. Hall entame sa carrière d'ufologue.,"",1950
https://rr0.org/time/1/9/5/0/index.html,,1950,"Dans le Devon, un mouton a le cou tranché par la chute d'un bloc de glace de 7 kg.","",1950
https://rr0.org/time/1/9/5/0/index.html,,1950,"Selon Betty Andreasson, une entité lui enlève son œil de son orbite. Puis une aiguille souple d'un blanc brillant reliée à un long tube argenté est poussée profondément à l'arrière de son orbite. L'aiguille a une de ces minuscules petites choses de verre à son extrémité. Elle ressent une minuscule secousse ; l'aiguille est enlevée, re-orientée et poussée ailleurs dans sa tête. À nouveau une secousse est ressentie comme si quelque chose avait été envoyé ou diffusé en moi. L'aiguille lumineuse est retirée et son œil replacé. Il n'est pas mentionné si la boule à l'extrémité de l'aiguille était toujours présente.","The Andreasson Affair,s2,""""""Régression hypnotique en 1980 < Fowler, Raymond E."""""",""Phase Two. Englewood Cliffs. Prentice-Hall, 1982, pp. 169-170"",",1950
