description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
L'ODNI publie un rapport préliminaire sur les ovnis.,"",sighting,2021-06-25$,,"""""""Preliminary Assessment"","""",s1,"""",,Unidentified Aerial Phenomena""",2021-06-25,event,https://rr0.org/time/2/0/2/1/06/index.html#2021-06-25
