description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"vendredi 14 janvier (Calendrier julien ) En Angleterre, observation de ce qui semble être une aurore boréale. samedi 22 janvier (Calendrier julien ) En Angleterre, observation de ce qui semble êêe aurore boréale.","",sighting,1661-01$,,"""""""Schove, 1951 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations"",""""""Schove, 1951 < Silverman, Sam"""""","""",s2,"""",,""Auroral Annotations""",1661-01,event,https://rr0.org/time/1/6/6/1/index.html#1661-01
"samedi 26 février (Calendrier julien ) En Angleterre, observation de ce qui semble être une aurore boréale.","",sighting,1661-02$,,"""""""Schove, 1951 < Silverman, Sam"""""","""",s3,"""",,""Auroral Annotations""",1661-02,event,https://rr0.org/time/1/6/6/1/index.html#1661-02
"lundi 14 mars (Calendrier julien ) En , observation de ce qui semble être une aurore boréale. lundi 21 mars (Calendrier julien ) En Angleterre, observation de ce qui semble être une aurore boréale (Peut-être le même phénomène qu'en mars). lundi 28 mars (Calendrier grégorien) A Vienne (Autriche), observation de ce qui semble être une aurore boréale (Schove émet un doute sur le fait qu'il puisse s'agir du même phénomène que les jours précédents). mars A Prague, observation de ce qui semble être une aurore boréale.","",sighting,1661-03$Angleterre,,,"",,"",Angleterre,"",place,"""""""Schove, 1953b < Silverman, Sam"""""","""",s4,"""",,""Auroral Annotations"",""""""Schove, 1953a,b < Silverman, Sam"""""","""",s5,"""",,""Auroral Annotations"",""""""Schove, 1953a,b < Silverman, Sam"""""","""",s6,"""",,""Auroral Annotations"",""""""Schove, 1953b < Silverman, Sam"""""","""",s7,"""",,""Auroral Annotations""",1661-03,event,https://rr0.org/time/1/6/6/1/index.html#1661-03
