description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Au un astre de grande taille circula d'est en ouest, et il y eut un bruit qui ressemblait au tonnerre. Les gens d'alors dirent que c'était le fracas de l'astre qui tombait. Mais le prêtre bouddhiste Bin dit : ""Ce n'est pas l'astre qui tombe, c'est le Chien céleste dont l'aboiement est comme le tonnerre"" (...) Le Chien céleste est une créature ailée à forme humaine, dotée d'un nez incroyablement long ; il fréquente des montagnes et des lieux retirés.","",sighting,637$countryjp,,,"",,"",,"",place,""""","""",s1,"""",,Nihon-shoki",637,event,https://rr0.org/time/0/6/3/7/index.html
