type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent,place.place,place.org.parent.parent.parent,place.org.parent.parent
case,"",https://rr0.org/time/1/9/9/0/02/index.html#1990-02-07,Saive (Belgique),,,"","",,,1990-02-07,"le Près de , 2 automobilistes circulent sur une petite route forestière quand ils sont survolés silencieusement par une structure de 25 m sur 15 m environ. L'objet est très proche, si proche que les témoins raconteront que si 3 personnes étaient montées sur le toit de la voiture et se faisant la courte échelle, elles auraient pu toucher l'objet. Celui-ci se déplace si lentement que le conducteur doit freiner et mettre au point mort pour ne pas le dépasser (moins de 10 km/h)",""""",VOB II,s1,"""",p. 136 < Méheust,2000,""""",1990-02-07
case,"",https://rr0.org/time/1/9/9/0/02/index.html#1990-02-27,Ars-sur-Moselle (Moselle (Grand Est (France))),org,org/fr/ges/57/57032,"",57032,","""",""49.07888888888889,6.075"",,",city,org,org/fr/ges/57,"",57,","""",""49.03388888888889,6.661944444444445"",,",department,org,org/fr/ges,"",ges,","""",""48.598888888888894,7.76"",,",region,org,org/fr,"",fr,"",country,,,"","49.07888888888889,6.075",,,1990-02-27,"le , un couple de jeunes gens circulant en voiture observe 1 objet de la forme d'un ballon de rugby avec 3 puissants projecteurs blancs. Cet objet d'environ 2,5 à 3 m de diamètre vole doucement à très faible altitude et silencieusement. Après avoir suivi cet objet pendant 10 mn environ, celui-ci disparait à très grande vitesse (L'enquête ne permettra pas permis d'identifier cet objet à un aéronef connu ni à aucun autre phénomène).",""""",PAN classé D,s2,""SEPRA"",,,""""",1990-02-27$org_fr_ges_57_57032
