description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
quasi-atterrissage avec traces.,"",sighting,1974-09-01T11:00$LangenburgSaskatchewanCanada,,,"",,"","Langenburg (Saskatchewan, Canada)","",place,"",1974-09-01T11:00,event,https://rr0.org/time/1/9/7/4/09/index.html#1974-09-01T11:00
