description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
Des armées multicolores sont vues marchant dans le ciel... ces observations d'armées infernales sont nocturnes et accompagnèrent parfois le siège de.,"",sighting,842-03$Jerusalem,,,"",,"",Jérusalem,"",place,"",842-03,event,https://rr0.org/time/0/8/4/2/index.html#842-03
