type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent,place.place,place.org.parent.parent.parent
case,"",https://rr0.org/time/0/6/1/1/index.html,Chine,org,org/cn,"",cn,"",country,,,611,"En , le prince impérial, après être venu s'incliner sur la dépouille mortelle de l'impératrice décédée, regagne le palais d'Ihase. Ce soir-là, au sommet du mont Asakura, il y a un Esprit portant un grand chapeau qui observe le déroulement des funérailles. Tous les gens présents poussent de grands cris d'étonnement.","",611$org_cn
