description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"06 au 07 Depuis la terrasse de sa villa de vacances et avec toute sa famille, 1 témoin voit 1 objet lumineux de forme longitudinale se déplaçant très vite et sans bruit. L'objet disparait sans laisser de traces.","",sighting,1988-08$,,"""SEPRA"","""",s1,"""",,PAN classé C",1988-08,event,https://rr0.org/time/1/9/8/8/08/index.html
"10 au 11 Aux , 2 stagiaires militaires en bivouac dans une forêt observent un phénomène émettant des lumières blanches intenses par intermitence se déplaçant très rapidement et sans bruit en zig-zag. Aprés être resté stationnaire, il disparaît brusquement.","",sighting,1988-08$RoussesJura,,,"",,"",Rousses (Jura),place,"""SEPRA"","""",s3,"""",,PAN classé D",1988-08,event,https://rr0.org/time/1/9/8/8/08/index.html
