description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type
"en , le Dr. Dussort observe une torpille qui plane à reculons en émettant un sifflement mélodieux.","",1856-06,Colmar (France),,,,"",,"",""""","""",s1,"""",1972,40,Inforespace n° 4,""Jacques Scornaux,Christiane Piens"","""",s2,"""",""Marabout, 1976"",182,À la recherche des OVNI",1856-06,sighting,https://rr0.org/time/1/8/5/6/index.html#1856-06
