description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
", 1 témoin qui regarde le ciel observe le passage bref (15 s) et à grande vitesse d'un point brillant dans le ciel (Aucune autre information n'est disponible mais la description permet de privilégier l'hypothèse d'une rentrée atmosphérique de faible ampleur).","",sighting,1996-07-03$LevensAlpesMaritimes,,,"",,"",Levens (Alpes Maritimes),"",place,"""GEPAN"","""",s1,"""",,Cas de type B",1996-07-03,event,https://rr0.org/time/1/9/9/6/07/index.html#1996-07-03
"Le Boeing 747 du vol TWA 800 se crashe avec ses 230 passagers. On évoquera officiellement 3 hypothèse : une défaillance de l'appareil, une bombe, et un missile de l'armée. Une 4ème hypothèse non-officielle est la collision volontaire ou non avec un ovni : d'après un fonctionnaire international, on pourrait avoir affaire à une collision avec un type d'engin inconnu à ce jour. C'est ce qui expliquerait les gênes de l'administration américaine et le blocage de l'enquête.","",sighting,1996-07-17$,,"",1996-07-17,event,https://rr0.org/time/1/9/9/6/07/index.html#1996-07-17
