description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Projet d'homme volant de C. F. Meerwein C. F. Meerwein, architecte pour le Prince de Wales (Royaume-Uni), conçoit un ""homme volant"" mécanique.","",sighting,1784$,,"""""""Deliyannis, Y."""""","""",s1,"""",,""Re: Early hang gliders - photos""",1784,event,https://rr0.org/time/1/7/8/4/index.html
