description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type,sources,time,type,url,place
"en le samedi 6 octobre À , pluie rouge.","",sighting,1640-10$Bruxelles,,,"",,"",Bruxelles,place,"""""""Kronland and Wendelinus < """"""""M. Chladni's New Catalogue of Aerolites"""""""", Annals of Philosophy, New Series 12"""""","""",s1,"""",,93",1640-10,event,https://rr0.org/time/1/6/4/0/index.html#1640-10
