description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"1ʳᵉ photographie le 5 près de Namur 3ᵉ photographie le 5 près de Namur 2ᵉ photographie le 5 près de Namur , François Muyldermans (photographe), voit une lueur vive se déplacer rapidement et sans bruit dans le ciel, accompagnée d'un objet discoïde laissant une traînée blanche derrière lui, dont il fait 3 photos.","",sighting,1955~-06~-05~T19~:30$SaintMarccommuneDeNamurBelgique,,,"",,"","Saint-Marc (commune de Namur, Belgique)",place,"""""""Vervish, Roger"""""","""",s1,"""",,Le Soir Illustré,""""""Michel, Aimé"""""","""",s2,"""",,Science & Vie,""""""Vervish, Roger"""""","""",s3,"""",,Le Soir Illustré,""""""Vallée, Jacques"""""","""",s4,"""",,The UFO Enigma,"""","""",s5,"""",,Science & Vie n° 516,"""","""",s6,"""",,FSR,"""","""",s7,"""",,CESAG < Inforespace n° 2",1955~-06~-05~T19~:30,event,https://rr0.org/time/1/9/5/5/06/index.html#1955-06-05%20~19:30
