description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,sources,time,type,url,place.name,place
Cette année vers la fin de Mai fut vue une étoile avec un long rayon de lumière brillant durant de nombreuses nuits.,"",sighting,1114~-05$,,""""","""",s1,"""",,Anglo-Saxon Chronicle",1114~-05,event,https://rr0.org/time/1/1/1/4/index.html#1114~-05
