description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name
le Création de l'UAPTF.,"",sighting,2020-08-04$,,"",2020-08-04,event,https://rr0.org/time/2/0/2/0/index.html#2020-08-04
"vers le À , undefined.","",sighting,2020~-12~-21~T06~:00$[object Object],,,"",,"",[object Object],"",2020~-12~-21~T06~:00,event,https://rr0.org/time/2/0/2/0/index.html#2020~-12~-21~T06~:00
