description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Novembre 1er : En cette année la comète apparût 13 jours avant les Calendes du 1er novembre (Il s'agit d'une datation romaine, il est possible que cette méthode de datation ait été utilisée dans une archive publique pour la dernière fois dans la Chronique Anglo-Saxone ).","",sighting,905$,,""""","""",s1,"""",,Anglo-Saxon Chronicle,"""","""",s2,"""",,Catalogue of Cometary Orbits",905,event,https://rr0.org/time/0/9/0/5/index.html
