description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
le Création de l'AOIMSG.,"",sighting,2021-11-23$,,"",2021-11-23,event,https://rr0.org/time/2/0/2/1/11/index.html#2021-11-23
