description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
,"",sighting,2021-11$,,"",2021-11,event,https://rr0.org/time/2/0/2/1/index.html#2021-11
