description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type
le Ronald Reagan succède à Jimmy Carter.,"",1980-11-04,,"",1980-11-04,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-04
"le le mardi 11 18:30 À , de nombreux témoins observent le passage rapide de plusieurs gros points lumineux verts ou jaunes selon les témoignages, qui se déplacent très vite avant de disparaître (Selon le GEPAN il est probable que cette observation soit celle d'une rentrée atmosphérique). vers le mardi 11 18:30 À Figari, Corse du Sud, 1 automobiliste aperçoit 1 boule de feu de 10 m de diamètre dans le ciel se déplacer horizontalement de l'est vers l'ouest sans bruit. Elle est de couleur rouge flamme et son contour est bien défini. Durant l'observation qui a duré en 3, le témoin constate des virgules de feu se dégageant de la partie supérieure de l'objet pour s'éteindre à l'arrière. Elle disparaîtra dans le paysage à vers le mardi 11 18:33. Aucun autre témoin dans les environs ne sera retrouvé et aucun dégât ne sera constaté par les agriculteurs dans le secteur. Cependant, la presse et la radio feront état d'observations similaires dans l'île ce soir-là (Selon le GEPAN Cette personne a probablement été témoin d'une rentrée atmosphérique).","",1980-11-11,"Saint Paulien, Auvergne",,,,"",,"","""GEPAN"","""",s1,"""",,,,""GEPAN"","""",s2,"""",,,",1980-11-11,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-11
le Voyager 1 survole Saturne et analyse ses anneaux.,"",1980-11-12,,"",1980-11-12,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-12
le Un collaborateur de Jacques Vallée rencontre M. D. à Paris.,"",1980-11-14,,"",1980-11-14,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-14
"le , 1 automobiliste aperçoit derrière des arbres sur une colline un phénomène en forme de disque qui s'élève en zigzaguant dans le ciel. D'un blanc étincelant, celui-ci se déplace à grande vitesse. 2 faisceaux lumineux éclairent soudain le véhicule du témoin qui prend peur. Le phénpmène disparaît rapidement pour ne former qu'un point. Aucune trace sur le véhicule n'est constatée. Sur le lieu présumé du décollage aucun indice sur le sol n'est relevé.","",1980-11-15,"Castres, Tarn",,,,"",,"","""GEPAN"","""",s3,"""",,,",1980-11-15,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-15
le Rencontre du policier britannique Alan Godfrey.,"",1980-11-28T05:15,,"",1980-11-28T05:15,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-28T05:15
le Disparition de Granger Taylor.,"",1980-11-29,,"",1980-11-29,sighting,https://rr0.org/time/1/9/8/0/11/index.html#1980-11-29
