caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
2738,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2738,Vernouillet,78,1978-01 02:15,false,false,false,false
11,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=11,Guébling,57,1978-01-07 04:30,false,true,false,false
