description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type,place.org.places,place.org.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent,place.place,place.org.parent.parent.parent
"le le vendredi 13, en même temps que le léger choc d'un tremblement de terre, on observe un météore de la forme d'un immense globe, qui par la suite se change en un train de lumière et disparaît avec une explosion.","",1761-11-02,Genève (Suisse),,,,"",,"","""""""Mallet, Robert"""""","""",s1,"""",""p. 118 < Mancusi, Bruno: """"Re: 1761, november 2nd - Immense globes, Switzeland"""", Magonia Exchange"",2015-05-02,Catalogue of recorded Earthquakes from 1606 B.C. to A.D. 1850,""""""Fort, C. H."""""","""",s2,"""",chap. 17,234,The Book of the Damned,""""""Muller, Claude"""""","""",s3,"""",Editions de Borée,2007-06,""Les mystères du Dauphiné""",1761-11-02,case,https://rr0.org/time/1/7/6/1/index.html#1761-11-02
