description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"à mars, la nuit, en , observation d'ovni triangulaire.","",sighting,1990-03-30$countrybe,,,"",,"",,"",place,"""Lambrecht"","""",s1,"""",,",1990-03-30,event,https://rr0.org/time/1/9/9/0/03/index.html#1990-03-30
