caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
2574,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2574,Moissaguel,82,1977-02,false,false,false,false
2801,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2801,Loudet,31,1977-02 22:45,false,false,false,true
2802,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2802,St Plancard,31,1977-02 22:30,false,false,false,false
3029,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3029,Cucugnan,11,1977-02,false,false,false,false
46,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=46,Eyragues,13,1977-02-01 23:00,false,false,false,false
1417,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1417,Albi,81,1977-02-10 05:50,false,false,false,false
1082,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1082,Ste Marie,974,1977-02-19,false,false,false,false
294,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=294,Neauphle le Château,78,1977-02-24 23:30,false,false,false,false
2577,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2577,Vallon en Sully,03,1977-02-26 18:00,false,false,false,false
